TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,WINNER
32,Husayn-ROSOWSKY-14698,27,276, GREAT BRITAIN, Right, Foil ,Balint-MATYAS-28212,25,293, HUNGARY, Right, Foil ,0
32,Tom-GOMBOS-38991,20,445, GERMANY, Right, Foil ,James-BROSNAN-28218,24,381, IRELAND, Left, Foil ,1
32,Stef-DE_GREEF-35143,21,134, BELGIUM, Left, Foil ,Daniel-KISS-32825,20,283, HUNGARY, Right, Foil ,1
32,Daiki-FUJINO-12713,31,131, JAPAN, Right, Foil ,Marek-TOTUSEK-40947,16,432, CZECH REPUBLIC, Right, Foil ,0
32,Tamas-LISZKAI-29935,23,327, HUNGARY, Right, Foil ,Suguru-AWAJI-13412,29,306, JAPAN, Left, Foil ,1
32,Augusto_Antonio-SERVELLO-32232,19,106, ARGENTINA, Left, Foil ,Tevfik_Burak-BABAOGLU-20910,25,322, TURKEY, Right, Foil ,0
32,Alessandro-GRIDELLI-32041,21,427, ITALY, Right, Foil ,Martino-MINUTO-12216,30,31, TURKEY, Right, Foil ,1
16,Alexander-CHOUPENITCH-21765,24,19, CZECH REPUBLIC, Right, Foil ,Ben-PEGGS-17227,28,88, GREAT BRITAIN, Right, Foil ,0
16,Gabor-BELLOVICZ-35180,20,385, HUNGARY, Right, Foil ,Lorenzo-NISTA-21729,25,63, ITALY, Right, Foil ,1
16,Dominic-DE_ALMEIDA-36836,19,292, GREAT BRITAIN, Right, Foil ,Stef-VAN_CAMPENHOUT-37860,20,107, BELGIUM, Left, Foil ,1
16,Filippo-GUERRA-24155,25,191, ITALY, Right, Foil ,Husayn-ROSOWSKY-14698,27,276, GREAT BRITAIN, Right, Foil ,0
16,James-BROSNAN-28218,24,381, IRELAND, Left, Foil ,Daniel-KISS-32825,20,283, HUNGARY, Right, Foil ,1
16,Daiki-FUJINO-12713,31,131, JAPAN, Right, Foil ,Suguru-AWAJI-13412,29,306, JAPAN, Left, Foil ,0
16,Augusto_Antonio-SERVELLO-32232,19,106, ARGENTINA, Left, Foil ,Martino-MINUTO-12216,30,31, TURKEY, Right, Foil ,1
8,Alexander-CHOUPENITCH-21765,24,19, CZECH REPUBLIC, Right, Foil ,Lorenzo-NISTA-21729,25,63, ITALY, Right, Foil ,0
8,Stef-VAN_CAMPENHOUT-37860,20,107, BELGIUM, Left, Foil ,Daniel-DOSA-29031,22,53, HUNGARY, Left, Foil ,0
8,Filippo-GUERRA-24155,25,191, ITALY, Right, Foil ,Daniel-KISS-32825,20,283, HUNGARY, Right, Foil ,0
8,Daiki-FUJINO-12713,31,131, JAPAN, Right, Foil ,Martino-MINUTO-12216,30,31, TURKEY, Right, Foil ,1
4,Alexander-CHOUPENITCH-21765,24,19, CZECH REPUBLIC, Right, Foil ,Stef-VAN_CAMPENHOUT-37860,20,107, BELGIUM, Left, Foil ,0
4,Filippo-GUERRA-24155,25,191, ITALY, Right, Foil ,Martino-MINUTO-12216,30,31, TURKEY, Right, Foil ,1
2,Alexander-CHOUPENITCH-21765,24,19, CZECH REPUBLIC, Right, Foil ,Martino-MINUTO-12216,30,31, TURKEY, Right, Foil ,0
32,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,0
32,Eszter-MUHARI-42192,16,275, HUNGARY, Left, Epée ,Laura-SZABO-28317,25,394, HUNGARY, Right, Epée ,0
32,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Tik_Lam_Debbie-HO-32966,21,437, HONG KONG, Right, Epée ,0
32,Lis-ROTTLER_FAUTSCH-9667,31,105, LUXEMBOURG, Left, Epée ,Olga-LUKIANOVA-17600,30,77, RUSSIA, Right, Epée ,1
32,Kata-MIHALY-19595,28,142, HUNGARY, Right, Epée ,Reka-SZABO-26222,23,95, HUNGARY, Left, Epée ,0
32,Nelli-LADANYI-34497,20,369, HUNGARY, Right, Epée ,Kristina-YASINSKAYA-33673,20,322, RUSSIA, Left, Epée ,0
32,Alena-KOMAROVA-26764,22,89, RUSSIA, Left, Epée ,Sophia-WEITBRECHT-32172,21,299, GERMANY, Left, Epée ,0
32,Inna-BROVKO-29945,21,103, UKRAINE, Left, Epée ,Bianca-BENEA-32982,19,297, ROMANIA, Right, Epée ,1
32,Anastasia-KORNEEVA-31148,23,261, RUSSIA, Right, Epée ,Vanessa-RIEDMUELLER-32168,21,208, GERMANY, Right, Epée ,1
32,Raluca_Cristina-SBARCIA-17455,29,88, ROMANIA, Right, Epée ,Lyubov-SHUTOVA-5839,35,212, RUSSIA, Right, Epée ,0
32,Irina-OKHOTNIKOVA-35103,21,134, RUSSIA, Right, Epée ,Kamila-PYTKA-25928,24,130, POLAND, Left, Epée ,1
32,Valeria-CSONKA-38783,22,379, HUNGARY, Right, Epée ,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée ,1
32,Tatyana-ANDRYUSHINA-18610,28,18, RUSSIA, Right, Epée ,Anna-KUN-31836,23,69, HUNGARY, Right, Epée ,0
32,Julia-MORAWIETZ-25012,25,433, GERMANY, Right, Epée ,Sarolta-OHLMULLER-30101,22,367, HUNGARY, Right, Epée ,1
32,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée ,Ginevra-ROATO-32442,22,426, ITALY, Right, Epée ,0
16,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Eszter-MUHARI-42192,16,275, HUNGARY, Left, Epée ,0
16,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Olga-LUKIANOVA-17600,30,77, RUSSIA, Right, Epée ,1
16,Kata-MIHALY-19595,28,142, HUNGARY, Right, Epée ,Nelli-LADANYI-34497,20,369, HUNGARY, Right, Epée ,0
16,Alena-KOMAROVA-26764,22,89, RUSSIA, Left, Epée ,Bianca-BENEA-32982,19,297, ROMANIA, Right, Epée ,0
16,Raluca_Cristina-SBARCIA-17455,29,88, ROMANIA, Right, Epée ,Kamila-PYTKA-25928,24,130, POLAND, Left, Epée ,0
16,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée ,Tatyana-ANDRYUSHINA-18610,28,18, RUSSIA, Right, Epée ,1
16,Sarolta-OHLMULLER-30101,22,367, HUNGARY, Right, Epée ,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée ,1
8,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Olga-LUKIANOVA-17600,30,77, RUSSIA, Right, Epée ,0
8,Kata-MIHALY-19595,28,142, HUNGARY, Right, Epée ,Alena-KOMAROVA-26764,22,89, RUSSIA, Left, Epée ,0
8,Tatyana-ANDRYUSHINA-18610,28,18, RUSSIA, Right, Epée ,Violetta-KOLOBOVA-18949,27,16, RUSSIA, Right, Epée ,0
4,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Kata-MIHALY-19595,28,142, HUNGARY, Right, Epée ,0
4,Raluca_Cristina-SBARCIA-17455,29,88, ROMANIA, Right, Epée ,Tatyana-ANDRYUSHINA-18610,28,18, RUSSIA, Right, Epée ,1
2,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Tatyana-ANDRYUSHINA-18610,28,18, RUSSIA, Right, Epée ,0
32,David-NOTZON-34880,23,337, SWITZERLAND, Right, Sabre ,Francesco-DARMIENTO-24278,24,119, ITALY, Right, Sabre ,1
32,Philip-PITURA-31841,22,318, CANADA, Right, Sabre ,Braden-VACCARI-47350,17,361, USA, Right, Sabre ,0
32,Max-REIMER-16785,28,363, AUSTRIA, Right, Sabre ,Grant-WILLIAMS-34354,22,148, USA, Left, Sabre ,1
32,Brynmor-SAUNDERS-31317,24,210, GREAT BRITAIN, Right, Sabre ,Franklin_Ernir-KRISTJANSSON-41555,16,372, ICELAND, Right, Sabre ,0
32,Michalis-KIRIMLIDIS-37461,32,334, IRELAND, Right, Sabre ,Michael-JACOB-41413,26,326, IRELAND, Right, Sabre ,1
32,Amir-RAHIMI-27146,37,335, GREAT BRITAIN, Right, Sabre ,Nicolaus-BENEDICT-39013,18,288, AUSTRIA, Right, Sabre ,1
32,Emil_Isleifur-SUMARLIDASON-29386,22,375, ICELAND, Right, Sabre ,Andri_Nikolaysson-MATEEV-34580,18,315, ICELAND, Right, Sabre ,1
32,Shaul-GORDON-25917,24,24, CANADA, Right, Sabre ,Gunnar_Egill-AGUSTSSON-21217,26,379, ICELAND, Right, Sabre ,0
32,Andrew-RICHARDSON-45984,19,346, PUERTO RICO, Left, Sabre ,Zachary-HAMILTON-40727,19,305, GREAT BRITAIN, Right, Sabre ,1
32,Josip-BRAJDIC-32600,22,324, CROATIA, Right, Sabre ,Charles-GELLETT-42112,22,341, GREAT BRITAIN, Right, Sabre ,0
32,Kjartan_Oli-AGUSTSSON-41557,16,371, ICELAND, Right, Sabre ,Mateusz-KNEZ-33850,21,282, POLAND, Right, Sabre ,1
32,Jakub-JASKOT-30035,23,200, POLAND, Right, Sabre ,Konstantin-BONFELD-40398,40,366, ISRAEL, Right, Sabre ,0
32,Magnus-DE_WITT-45731,30,358, GERMANY, Right, Sabre ,Teddy-WELLER-15297,29,78, VIRGIN ISLANDS, Right, Sabre ,1
32,Jonah-SHAINBERG-30258,22,176, USA, Right, Sabre ,Jadryn-DICK-32713,23,306, AUSTRALIA, Right, Sabre ,0
32,Hilmar-HEIDDAL-41556,16,379, ICELAND, Right, Sabre ,Alberto-ARPINO-35850,20,189, ITALY, Right, Sabre ,1
16,Stefano_Ivan-LUCCHETTI-29223,21,53, ARGENTINA, Right, Sabre ,Francesco-DARMIENTO-24278,24,119, ITALY, Right, Sabre ,0
16,Philip-PITURA-31841,22,318, CANADA, Right, Sabre ,Grant-WILLIAMS-34354,22,148, USA, Left, Sabre ,1
16,Brynmor-SAUNDERS-31317,24,210, GREAT BRITAIN, Right, Sabre ,Michael-JACOB-41413,26,326, IRELAND, Right, Sabre ,0
16,Nicolaus-BENEDICT-39013,18,288, AUSTRIA, Right, Sabre ,Andri_Nikolaysson-MATEEV-34580,18,315, ICELAND, Right, Sabre ,0
16,Shaul-GORDON-25917,24,24, CANADA, Right, Sabre ,Zachary-HAMILTON-40727,19,305, GREAT BRITAIN, Right, Sabre ,0
16,Josip-BRAJDIC-32600,22,324, CROATIA, Right, Sabre ,Mateusz-KNEZ-33850,21,282, POLAND, Right, Sabre ,1
16,Jakub-JASKOT-30035,23,200, POLAND, Right, Sabre ,Teddy-WELLER-15297,29,78, VIRGIN ISLANDS, Right, Sabre ,0
16,Jonah-SHAINBERG-30258,22,176, USA, Right, Sabre ,Alberto-ARPINO-35850,20,189, ITALY, Right, Sabre ,0
8,Stefano_Ivan-LUCCHETTI-29223,21,53, ARGENTINA, Right, Sabre ,Grant-WILLIAMS-34354,22,148, USA, Left, Sabre ,0
8,Brynmor-SAUNDERS-31317,24,210, GREAT BRITAIN, Right, Sabre ,Nicolaus-BENEDICT-39013,18,288, AUSTRIA, Right, Sabre ,0
8,Shaul-GORDON-25917,24,24, CANADA, Right, Sabre ,Mateusz-KNEZ-33850,21,282, POLAND, Right, Sabre ,0
8,Jakub-JASKOT-30035,23,200, POLAND, Right, Sabre ,Jonah-SHAINBERG-30258,22,176, USA, Right, Sabre ,1
4,Stefano_Ivan-LUCCHETTI-29223,21,53, ARGENTINA, Right, Sabre ,Brynmor-SAUNDERS-31317,24,210, GREAT BRITAIN, Right, Sabre ,0
4,Shaul-GORDON-25917,24,24, CANADA, Right, Sabre ,Jonah-SHAINBERG-30258,22,176, USA, Right, Sabre ,0
2,Stefano_Ivan-LUCCHETTI-29223,21,53, ARGENTINA, Right, Sabre ,Shaul-GORDON-25917,24,24, CANADA, Right, Sabre ,1
32,Claudia-BORELLA-32248,21,77, ITALY, Right, Foil ,Gabriela_Del_C_-PADUA-34667,18,338, PUERTO RICO, Right, Foil ,0
32,Olga_Rachele-CALISSI-22043,26,124, ITALY, Right, Foil ,Giorgia-SPAZZI-48407,17,373, ITALY, Right, Foil ,0
32,Chiara-MCDERMOTT-30534,24,327, GREAT BRITAIN, Right, Foil ,Nora-HAJAS-37537,18,312, HUNGARY, Right, Foil ,1
32,Marta-RICCI-43042,18,196, ITALY, Left, Foil ,Michala-CELLEROVA-20593,24,275, SLOVAKIA, Right, Foil ,0
32,Kitti-BITTEROVA-29852,21,106, SLOVAKIA, Right, Foil ,Andrea-BRETEAU-32393,20,179, SPAIN, Right, Foil ,0
32,Mona-SHAITO-22165,24,349, LEBANON, Left, Foil ,Katie-SMITH-30326,22,193, GREAT BRITAIN, Right, Foil ,1
32,Irene-ENRIGHT-28068,41,313, FINLAND, Right, Foil ,Kelleigh-RYAN-9309,31,22, CANADA, Right, Foil ,1
32,Marta-CAMMILLETTI-4405,34,97, ITALY, Right, Foil ,Delphine-GROSLAMBERT-12187,29,253, BELGIUM, Right, Foil ,0
32,Kim-WEISS-15803,27,265, AUSTRIA, Right, Foil ,Elena-TANGHERLINI-33865,20,264, ITALY, Left, Foil ,1
32,Amita-BERTHIER-33614,18,117, SINGAPORE, Left, Foil ,Veronika-KRALIKOVA-36953,17,367, SLOVAKIA, Right, Foil ,0
32,Elena-CRAIGHERO-45943,18,341, ITALY, Left, Foil ,Kate-BEARDMORE-31645,21,107, GREAT BRITAIN, Right, Foil ,0
32,Maria_Ludmila-TERNI-23037,30,150, ARGENTINA, Left, Foil ,Virag-KALOCSAI-42986,17,390, HUNGARY, Right, Foil ,0
32,Philippa-MULLINS-17406,28,369, GREAT BRITAIN, Right, Foil ,Chloe-DICKSON-28025,23,210, GREAT BRITAIN, Left, Foil ,1
32,Barbara-OJEDA-26919,25,214, SPAIN, Right, Foil ,Szonja-SZALAI-24399,24,121, HUNGARY, Left, Foil ,1
32,Victoria-DUXBURY-30222,23,345, IRELAND, Right, Foil ,Olivia-WOHLGEMUTH-18774,26,53, AUSTRIA, Right, Foil ,1
16,Olga_Rachele-CALISSI-22043,26,124, ITALY, Right, Foil ,Nora-HAJAS-37537,18,312, HUNGARY, Right, Foil ,0
16,Marta-RICCI-43042,18,196, ITALY, Left, Foil ,Kitti-BITTEROVA-29852,21,106, SLOVAKIA, Right, Foil ,0
16,Katie-SMITH-30326,22,193, GREAT BRITAIN, Right, Foil ,Kelleigh-RYAN-9309,31,22, CANADA, Right, Foil ,1
16,Marta-CAMMILLETTI-4405,34,97, ITALY, Right, Foil ,Elena-TANGHERLINI-33865,20,264, ITALY, Left, Foil ,0
16,Amita-BERTHIER-33614,18,117, SINGAPORE, Left, Foil ,Elena-CRAIGHERO-45943,18,341, ITALY, Left, Foil ,0
16,Maria_Ludmila-TERNI-23037,30,150, ARGENTINA, Left, Foil ,Chloe-DICKSON-28025,23,210, GREAT BRITAIN, Left, Foil ,0
16,Szonja-SZALAI-24399,24,121, HUNGARY, Left, Foil ,Olivia-WOHLGEMUTH-18774,26,53, AUSTRIA, Right, Foil ,1
8,Marta-RICCI-43042,18,196, ITALY, Left, Foil ,Kelleigh-RYAN-9309,31,22, CANADA, Right, Foil ,1
8,Marta-CAMMILLETTI-4405,34,97, ITALY, Right, Foil ,Amita-BERTHIER-33614,18,117, SINGAPORE, Left, Foil ,1
8,Maria_Ludmila-TERNI-23037,30,150, ARGENTINA, Left, Foil ,Olivia-WOHLGEMUTH-18774,26,53, AUSTRIA, Right, Foil ,1
4,Olga_Rachele-CALISSI-22043,26,124, ITALY, Right, Foil ,Kelleigh-RYAN-9309,31,22, CANADA, Right, Foil ,1
4,Amita-BERTHIER-33614,18,117, SINGAPORE, Left, Foil ,Olivia-WOHLGEMUTH-18774,26,53, AUSTRIA, Right, Foil ,0
2,Kelleigh-RYAN-9309,31,22, CANADA, Right, Foil ,Amita-BERTHIER-33614,18,117, SINGAPORE, Left, Foil ,0
32,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée ,Maija-TERHO-34317,21,436, FINLAND, Right, Epée ,0
32,Michaela-KOCK-19869,26,218, FINLAND, Right, Epée ,Madina-AZIZOVA-32545,22,321, ESTONIA, Right, Epée ,1
32,Nelli-DIFFERT-19933,28,126, ESTONIA, Right, Epée ,Anne-DEVEREAUX-28539,23,193, AUSTRALIA, Right, Epée ,0
32,Anni-VORNANEN-43036,27,416, FINLAND, Right, Epée ,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,1
32,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Anna-VUORINEN-34282,20,420, FINLAND, Right, Epée ,0
32,Thale-HILLE_DAHL-29774,24,362, NORWAY, Left, Epée ,Jelena-MALUKA-5112,42,287, LATVIA, Right, Epée ,0
32,Vikte-AZUKAITE-31104,22,172, LITHUANIA, Right, Epée ,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée ,1
32,Sonja-LOFGREN-38861,19,399, SWEDEN, Right, Epée ,Elvira-MARTENSSON-32689,19,165, SWEDEN, Left, Epée ,1
32,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Eevi-BENGS-19871,28,430, FINLAND, Left, Epée ,0
32,Sarah_Schremmer-LARSEN-41951,20,407, DENMARK, Right, Epée ,Karoliine-LOIT-34454,18,349, ESTONIA, Right, Epée ,1
32,Nina-HYVONEN-25963,42,384, FINLAND, Right, Epée ,Paulina-BAJORUNAITE-24440,25,250, LITHUANIA, Right, Epée ,1
32,Ilona-SYVALA-30387,22,274, FINLAND, Right, Epée ,Ivana-SIMIC-36561,30,375, SOUTH AFRICA, Right, Epée ,0
32,Anna-SALMINEN-25895,23,160, FINLAND, Right, Epée ,Irina-ASCHEHOUG-2607,33,210, NORWAY, Right, Epée ,0
32,Carmen_Lii-TARGAMAA-37516,17,371, ESTONIA, Right, Epée ,Alessandra_Valeri-AICARDI_GONZALEZ-35412,22,209, PANAMA, Right, Epée ,0
32,Sandra-SKOBLOV-39227,17,354, ESTONIA, Left, Epée ,Selma-MUSTONEN-30517,22,403, FINLAND, Right, Epée ,0
32,Emelie-MUMM-26800,23,137, SWEDEN, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée ,1
16,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée ,Madina-AZIZOVA-32545,22,321, ESTONIA, Right, Epée ,0
16,Nelli-DIFFERT-19933,28,126, ESTONIA, Right, Epée ,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,1
16,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Thale-HILLE_DAHL-29774,24,362, NORWAY, Left, Epée ,0
16,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée ,Elvira-MARTENSSON-32689,19,165, SWEDEN, Left, Epée ,0
16,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Karoliine-LOIT-34454,18,349, ESTONIA, Right, Epée ,0
16,Paulina-BAJORUNAITE-24440,25,250, LITHUANIA, Right, Epée ,Ilona-SYVALA-30387,22,274, FINLAND, Right, Epée ,1
16,Anna-SALMINEN-25895,23,160, FINLAND, Right, Epée ,Carmen_Lii-TARGAMAA-37516,17,371, ESTONIA, Right, Epée ,0
16,Sandra-SKOBLOV-39227,17,354, ESTONIA, Left, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée ,1
8,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée ,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,1
8,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée ,1
8,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Ilona-SYVALA-30387,22,274, FINLAND, Right, Epée ,0
8,Anna-SALMINEN-25895,23,160, FINLAND, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée ,1
4,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée ,0
4,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée ,1
2,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée ,0
16,Marta-PUDA-17204,28,31, POLAND, Right, Sabre ,Yu_Ting-SU-48418,25,302, CHINESE TAIPEI, Right, Sabre ,0
16,Emily-RUAUX-23375,23,285, GREAT BRITAIN, Right, Sabre ,Sydney-HIRSCH-41489,17,231, USA, Right, Sabre ,1
16,Araceli-NAVARRO-7739,29,24, SPAIN, Right, Sabre ,Maria-CHART-34121,20,260, GREAT BRITAIN, Right, Sabre ,0
16,Madison-THURGOOD-33491,20,291, CANADA, Right, Sabre ,Fabiangela-RUIDO-30788,22,259, VENEZUELA, Right, Sabre ,1
16,Aliya-ITZKOWITZ-28107,24,135, GREAT BRITAIN, Right, Sabre ,Danielle-EINCHCOMB-37002,27,293, GREAT BRITAIN, Right, Sabre ,0
16,Kate-DAYKIN-30579,22,286, GREAT BRITAIN, Right, Sabre ,Francesca-RUSSO-23253,23,121, USA, Right, Sabre ,1
16,Sarah_Jane-HAMPSON-30625,22,230, GREAT BRITAIN, Right, Sabre ,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,1
16,Shreya-ANIL-32842,20,297, GREAT BRITAIN, Right, Sabre ,Marissa-PONICH-26433,31,100, CANADA, Right, Sabre ,1
8,Marta-PUDA-17204,28,31, POLAND, Right, Sabre ,Sydney-HIRSCH-41489,17,231, USA, Right, Sabre ,0
8,Araceli-NAVARRO-7739,29,24, SPAIN, Right, Sabre ,Fabiangela-RUIDO-30788,22,259, VENEZUELA, Right, Sabre ,0
